1,420.78
2,38.41
3,163.89
4,6341.96
5,645.82
6,41.01
7,4785.15
8,77.59
9,71.92
10,6186.67
11,286.03
12,2923.27
13,272218.72
14,1267.19
15,144.56
16,163.22
17,740.69
18,605.41
19,256.84
20,167.55
21,401.76
22,386.05
23,247.91
24,22699.82
25,3119.28
26,291.19
27,19.6
28,1108.65
29,435.69
30,6.04
31,55.92
32,216.46
33,3897.38
34,92.8
35,104358.32
36,628.01
37,1439.6
38,838.81
39,752.73
40,1374.35
41,20520.77
42,198863.69
43,54670.6
44,476.9
45,7796.14
46,37.4
47,328.98
48,180429.83
49,1076.4
50,412023.63
51,1160.6
52,1632.99
53,318.06
54,149.4
55,963.22
56,251408.26
57,16.6
58,44.68
59,10.84
60,123642.76
61,1683.18
62,615.37
63,495.09
64,171.34
65,5069.51
66,1738.16
67,209.66
68,204021.37
69,612.89
70,84695.2
71,386.2
72,505.57
73,61.78
74,210587.11
75,53822.39
76,120011.51
77,254.07
78,553.54
79,381030.1
80,50679.98
81,347.45
82,1064.49
83,382.82
85,370.74
86,1175.98
87,146882.64
88,21883.08
89,1061.05
90,143147.89
91,619.06
92,619.0
93,2173.13
94,194.71
95,1077.41
96,24.96
97,2614.01
98,92.32
100,66054.02
101,458.59
102,126.17
105,3.53
106,449.96
107,265231.57
108,736.22
109,33.7
111,11.56
112,1483.17
113,145483.99
114,119524.53
115,44.73
116,313217.97
117,1051.52
118,34.8
119,923.5
120,65.7
121,280.09
122,224.19
123,287.2
124,484.3
125,21673.32
126,169.47
127,838.21
128,116.76
129,2030.29
130,30911.35
131,270.39
132,1610248.52
133,381.68
134,812.69
135,227.49
136,544.08
137,61368.83
138,559131.3
139,602.03
140,143242.9
141,100329.87
142,108665.87
143,48447.9
144,39756.44
145,3523.81
146,3839.6
147,165.21
148,70651.27
149,183.33
150,154.26
151,191128.97
152,85101.96
153,86.17
154,369.23
155,546.03
156,108.75
157,479.61
158,330091.74
159,485.74
160,189.22
161,325857.69
162,327588.78
163,92522.26
164,79392.23
165,371.0
166,125108.51
167,287.41
168,1414.17
169,713.3
170,131753.85
171,133.71
173,671.86
174,532.12
175,57.17
176,8.7
177,658.19
178,88.3
179,49147.84
180,105.94
181,2692.79
182,366.79
183,165.31
184,22.63
185,300.1
186,131912.64
187,28.23
188,936.93
189,748.39
190,210.78
191,493.45
192,119.99
193,25349.26
194,398.26
195,342.03
196,654.26
197,954.56
198,437.73
200,389.57
201,316.49
202,272.88
203,915.1
205,1003.83
206,40.11
207,192.03
208,166.44
209,10863.46
210,1192.05
211,127564.69
212,280.55
213,952.69
214,20.89
215,2138.93
216,1956.53
217,206.82
218,620.57
219,2567.43
220,459.49
221,70.44
222,94103.99
223,3145.68
224,7079.85
225,1009.03
226,120434.63
227,194.84
228,979.07
229,150008.14
230,346257.0
231,71017.53
232,8005.36
233,49322.7
234,86037.45
235,624.97
236,392086.65
237,185942.37
238,92562.71
239,131693.74
240,7.9
241,739.6
242,616.95
243,1635.33
244,7364.19
245,30.04
246,52056.24
247,795.22
248,347.98
249,240735.51
250,108518.11
252,314.07
253,21.0
254,816.69
255,2458.59
256,2613.89
257,255.49
258,153.25
259,295.27
260,1881.2
261,33351.03
262,254317.23
263,107080.04
264,103077.39
265,47521.4
